acronym_,expansion,id,text
EMD,excessive mapping dissolution,TS-347,"For one case , EMD succeeds to find the optimal mapping whereas DMD fails , and in the other case , the reverse is true ."
GP,gaussian process,TS-348,Integrals over The sparse GP approximation and the posterior over in Eq .
SAD,spectral angle distance,TS-349,Spectral angle distance ( SAD ) measures the spectral angle between two input samples and the score closer to zero implies higher correlation .
LP,linear programming,TS-350,"Complex Extreme Points ( sec : hk - cons)In both of the LPs eq : LP - NKu and eq : LP - NKb , note that serves only as a scaling factor : is feasible for 1 iff is feasible for ."
SPL,sound pressure level,TS-351,"When the policy is in operation , SPL data can remain unaffected for around 14 days ."
SVM,support vector machine,TS-352,"ExperimentsWe now empirically evaluate our proposed STH approach ( using binarised - LapEig and linear - SVM ) , and compare its performance with binarised - LSI , LCH , and SpH that represents the state of the art ( see Section ) ."
TE,transformation encoder,TS-353,"Under this paradigm , the AV problem is mapped to an ordinary binary classification where the TE error vector of a same - authorship document pair belongs to the positive class and the TE error vector of a different - authorship document pair is a member of the negative class ."
CFM,confocal fluorescence microscopy,TS-354,four mesotetraphenylporphyrin derivatives bearing either triphenylphosphonium ionp and p or triethylammonium ionp and p terminated alkoxy group at either parap and p or metap and p position of one mesophenyl group were designed and synthesized pp show similar absorption and fluorescence emission spectra and o quantum yields the more lipophilic nature of triphenylphosphonium ion over triethylammonium ion renders p and p higher octanolwater partition coefficients than p and p CFM proved that pp are all mitochondriatargeting mtt assay showed that pp presented significant phototoxicity at the concentrations that dark toxicity is negligible towards MCF-7 mcf cells displaying their application potential in pdt
DCI,downlink control information,TS-355,"More specifically , a CRC sequence with 16 bits is first attached to the DCI information ."
AP,amyloid p,TS-356,ankylosing spondylitis as is a common inflammatory rheumatic disease with a predilection for the axial skeleton affecting of the population current diagnostic criteria rely on a composite of clinical and radiological changes with a mean time to diagnosis of to years in this study we employed nano liquidchromatography mass spectrometry analysis to detect and quantify proteins and small compounds including endogenous MMP and metabolites in serum from as patients and nine HI we identified a total of proteins in serum of which showed significant up or downregulation p in as patients receiver operating characteristic analysis of combined levels of serum AP component and interÎ±trypsin inhibitor heavy chain revealed high diagnostic value for ankylosing spondylitis area under the curve we also depleted individual sera of proteins to analyze endogenous peptides and metabolic compounds we detected more than molecular features in patients and healthy individuals quantitative ms analysis revealed compound profiles that correlate with the clinical assessment of SLEDAI one molecular feature identified as a vitamin d metabolitesrhydroxyvitamin d peroxylactonewas downregulated in as the ratio of this vitamin d metabolite versus vitamin d IB protein SS levels was also altered in as as compared with controls these changes may contribute to pathological skeletal changes in as our study is the first example of an integration of proteomic and metabolomic techniques to find new biomarker candidates for the diagnosis of ankylosing spondylitis
