acronym_,expansion,id,text
RS,remote sensing,TS-750,"In the following , we introduce a generic description of size and spacing modifications that a deep net induces in processing RS images ."
SAR,socially assistive robots,TS-751,The majority of past work with SAR for ASD has been related to social skills .
ML,machine learning,TS-752,"and how should such systems be deployed ( human - in - the - loop or fully automated?)(For a more extensive overview of the opportunities and challenges of using ML in healthcare , see ) ."
MD,memoryless deterministic,TS-753,"Finally , we can construct the player MD winning strategy as the limit of the MD strategies , which are all compatible witheach other by the construction of the games ."
PSO,power system operations,TS-754,"proposed a new hybrid PSO algorithm , which is inspired by quantum mechanics for solving various types of ELD problems ."
MSE,mean squared error,TS-755,"MSE stands for the mean squared error , ."
ASR,automatic speech recognition,TS-756,Q1 Figure fig : resultsa shows the performance of the best algorithms in an environment where ASR / NLU errors are absent .
MPB,matrix pair beamformer,TS-757,"We have discovered that there is a threshold effect in MPB , i.e. the beamformer would fail completely if the SOI ""s"" input SNRis below that threshold ."
AE,associative experiment,TS-758,"We used the following procedure to average these scores and construct the dataset : Select one best submission for each of the participating teams for HJ , RT and AE datasets ( total number of submissions is 105 ) ."
CCG,calling contexts graphs,TS-759,"All this is the subject of associated research relating the formalization of correctness of the innermost DPs criterion , given in this paper , and termination criteria formalized in the theories PVS0 and CCG ."
APS,augmented path schema,TS-760,"Constructing Consistent APSAssuming that our flat Kripke structure admits a run such that , we show how to construct a non - empty APS that is initially labelled by and consistent with respect to ."
GCN,graph convolution networks,TS-761,"The inspiration of SF - GCN comes from Multi - GCN in the literature , but there are tow points difference comparison with Multi - GCN ."
ARD,adversarially robust distillation,TS-762,"A PyTorch implementation of ARD can be found at : https://github.com/goldblum/AdversariallyRobustDistillationAcknowledgmentsThis research was generously supported by DARPA , including the GARD program , QED for RML , and the Young Faculty Award program ."
BNC,british national corpus,TS-763,Table shows some concrete examples of such sentences from BNC and EMC datasets .
DR,digit reversal,TS-764,"In the mid fusion architecture , the DR units are always concatenated to the first layer that is connected to the inputs ."
MRE,mean relative error,TS-765,The Gradient Boosted Regression ( GBR ) algorithm and CNN have similar MRE of 27.46 and 26.81 respectively ( the overall difference was no more than 0.6 ) .
EB,energy buffer,TS-766,The computing site is empowered with EH capabilities through a solar panel and an EB that enables energy storage .
VAT,visceral adipose tissue,TS-767,"Obvious differences are observed in AAT - V , VAT - V , and SAT - V across BMI groups ( p<0.001 , ANOVA ) ."
IV,intersection viewer,TS-768,"A new task is to update the message format of the IV v3 application to the new standard message format for SPaT data , SAE J7235 ."
CNN,convolutional neural network,TS-769,"In a CNN , the convolutional layer consists of a set of learnable filters ( called kernels ) , and through a forward pass the well - trained filters are convolved with the input image maps ."
MACS,mean average conceptual similarity,TS-770,The obfuscated term is the term for which the MACS score is the lowest .
CRF,conditional random field,TS-771,a ) FCN-32 ; ( b ) FCN-16s ; ( c ) ResNet - DUC ; ( d ) E - Net ; ( e ) SegNet ; ( f ) U - Net ; ( g ) FCN-8s ; ( h ) CWGAN - GP ; ( i ) FC - DenseNet ; ( j ) DSFE - CRF ; ( k ) DSFE - GCN ; ( l ) DSFE - GGCN ; ( m ) Ground truth ; ( n ) Optical image .
FEC,forward error correction,TS-772,"In order to adjust the FEC redundancy and the transmission rate , the receivers periodically send the packet error rate information to the Access Point ( AP ) ."
AD,automatic differentiation,TS-773,A similar construction yields forward - mode AD .
MED,multimedia event detection,TS-774,"For example , post - production text ( like titles and subtitles ) did not significantly affect YLI - MED annotators """" stated confidence in their judgments nor agreement between annotators , but whether or not the language ( spoken or text ) was English affected both ."
CNN,convolutional neural network,TS-775,The hidden size of both CNN / SAN layers are both set as 256 and the filter size of SAN layer is 1024 .
CCP,cross conformal prediction,TS-776," ICP   CCP  Dispersion of efficiency ( prediction interval widths ) for Experiment 3 ; Non - IID , equally sized data sources , for 2 , 4 and 6 number of data sources using ICP and CCP ."
MED,multimedia event detection,TS-777,the open - source YLI - MED provides a means to compare their work to the state of the art .
VM,virtual machine,TS-778,"The VM condensation is realized either in a static manner by allocating physical resources to VMs depending on the strong consumer demand ( over - provision ) , and this produce a waste of resources since workloads are not often at peak point ."
SVD,singular value decomposition,TS-779,"In more detail , we form the matrix , which then gives the low - rank approximation Plugging in the SVD of results in an approximate SVD of via The first stage , i.e , the computation of the matrix , follows from the prototype algorithm illustrated in Algorithm ."
CNL,controlled natural language,TS-780,"NCR Fundamental English2551 , c w d i is a CNL developed at NCR Corporation ."
GPS,general pattern search,TS-781,"Thus , a new trial point of GPS algorithm towards this step would be where we evaluate the value of the function to minimize ."
MAP,mean average precision,TS-782,"The MAP comparison in Table indicates that in addition to producing recommendation with better recall , our model also achieves better precision results ."
LTE,long term evolution,TS-783,"*  htSimulations results for scenario 1 : No macrocell ( only one fBS , one WiFi AP , one sDevice and one wDevice ) , LTE Licensed Bandwidth 1.4MHz , wDevice Load 35Mbps A realistic scenarioA suburban deployment scenario with a topology shown in Fig ."
